mot,lemme
Pompeianus,Pompeïanus
stant,ester
uerge,verge1
auogleteit,aveugleté
soffrit,souffrir
enhortement,enhortement
auant,avant
osat,oser
sengerie,songerie
meneie,mener
trauilhouse,travailleux
puisier,puiser
maement,mêmement
gries,grief2
descendanz,descendre
cremor,crémeur
freire,frère
uinrent,venir
Traueilhouse,travailleux
mueir,muer
conforteiz,conforter
montat,monter
orat,orer
parfineie,parfiner
repairiet,repairer
besonge,besogne
trouereiz,trouver
caueiz,caver1
ameneir,amener
denget,daigner
troueirent,trouver
suant,suer1
caueit,caver1
raempliz,raemplir
suffianment,suffisamment
fluist,fluir
plantiuousement,plantureusement
deriuet,dériver1
Gothes,Goth
poures,pauvre
conuersion,conversion1
ferement,ferrement
falcastres,faucastre
talheroit,tailler
cortiz,courtil
nettoier,nettoyer
riue,rive
talhieuet,tailler
spessece,épaissesse
esforcement,efforcement
uertut,vertu
sailhanz,saillir
parfundece,parfondesse
ferrement,ferrement
tremblanz,trembler
nunzat,noncer
penance,penance
ensengier,enseigner
oanz,ouïr
Gothe,Goth
entrat,entrer
Voi,voir1
labore,labourer
contristeiz,contrister
astisoit,ester
abaissanz,abaisser
encheant,enchoir
unde,onde
saete,sayette1
estisanz,ester
uochat,vocher
hastiuement,hâtivement
cur,courir
Merueilhouse,merveilleux
useie,user
demandeie,demander
beneizon,bénéisson
quidanz,cuider
cheuiaz,cheveu
rauissable,ravissable
atochat,attoucher
regardat,regarder
presumir,présumer
meruilhiez,merveiller
cremit,crémir
racontat,raconter
raconteir,raconter
sachable,sachable
tenzon,tançon
entrechaniable,entrechangeable
humiliteit,humilité
uient,venir
iugieres,jugeur
astoie,être1
regardai,regarder
meneir,mener
racontes,raconter
aideront,aider
edification,édification
boif,boire1
soele,soûler
enfaiz,infaire
eschalfeit,échauffer
deguerpissoient,déguerpir
seculeir,séculier
dontoient,dompter
sueif,souef
iou,joug
rachateor,racheteur
desirent,désirer
uoisine,voisin
Florences,Florentius
aiouz,aïeul
Florence,Florentius
diakene,diacre
apaisenteir,apaisanter
uisitation,visitation
renomeie,renommée
estaige,étage
uochiez,vocher
entrelaissement,entrelaissement
enspris,emprendre2
failes,faille1
auogleiz,aveugler
parmeneiz,parmener
enuoiat,envoyer
benizon,bénéisson
faisement,faisement
atapissoit,atapir
pestilence,pestilence
repunse,repondre
corbeaz,corbeau
aconstumeit,accoutumer
selue,selve
gete,jeter
iteil,tel
ouerte,ouvrir1
eiles,aile
crociteir,croqueter
uoloir,vouloir
obeir,obéir
comanz,command1
pares,parès
segurs,sécur
gette,jeter
troueir,trouver
atarianz,atarger
pardefin,pardefin
spaze,espace
hores,heure
geteit,jeter
acconstumeit,accoutumer
ueanz,voir1
prouoire,provoire
Florentius,Florentius
cortil,courtil
meschines,meschine
queiles,quel
entrechaniablement,entrechangeablement
iouant,jouer
enflammeroient,enflammer
peruersiteit,perversité
couise,covise
chaement,choiement
cremanz,craindre
tenres,tendre1
parpensanz,parpenser
ordinat,ordiner
oratoires,oratoire1
prouoz,prévôt
aioinz,adjoindre
destornat,détourner
haenges,haenge
espowentablement,épouvantablement
solier,solier1
conissoit,connaître
uoies,voie
aleit,aller
esioissoit,éjouir
parmanant,permanoir
moblement,moblement
oure,heure
soliers,solier1
esteuet,ester
detriulanz,detribler
quidat,cuider
nuncier,noncer
Retorne,retourner
persiwoit,parsuivre
estinz,éteindre
griez,grief2
guaemenz,gément
esioiz,éjouir
auint,advenir
enioinst,enjoindre
iteiz,tel
mandanz,mander
presumat,présumer
ioie,joie
meruilhouses,merveilleux
meruilhier,merveiller
pirre,pierre
Helyseu,Elisée
Helye,Elie
plorement,plorement
Dauid,David
uoi,voir1
parpoise,parpeser
aemplit,aemplir
elliz,élire
Iohans,Jean
Vraie,vrai
uenant,venir
planteit,plenté
auons,avoir1
sugez,sujet1
Ione,Jona
orgailhous,orgueilleux
releueir,relever
uerroient,voir1
despiteroient,dépiter
ameir,aimer
mystere,mystère
uoient,voir1
poesteit,poësté
demostrat,démontrer
casteaz,château
Cassins,Cassin
saim,sein
rezoit,recevoir
drezanz,dresser
Apollo,Apollon
uilains,vilain
cultiueiz,cultiver
Enuiron,environ
cultiuement,coutivement
cregut,croître
forseneie,forcener
multiteiz,multité
escomengiez,escommenger2
detriulat,detribler
ydle,idole
destruist,détruire
alteil,autel1
Apollion,Apollon
alteiz,autel1
Iohan,Jean
foid,foi1
multitudine,multitudine
demoreuet,demeurer
continueie,continuer
predication,prédication
taisieblement,taisiblement
soffranz,souffrir
aportat,apporter
criors,crieur2
plaindoit,plaindre
uoiz,voix
ueissent,voir1
apparissoit,apparoir
corporeiz,corporel
ueuz,voir1
forseneir,forcener
flammanz,flammer1
respondoit,répondre
laidenges,laidenge
ioinst,joindre
Maloiz,maléir
parsius,parsuivre
demandeir,demander
uoilhanz,vouloir
okisons,ochaison
uictoire,victoire
uolentrius,volontiers
habitacles,habitacle
proposerent,proposer
leueir,lever
edifice,édifice
mouoir,mouvoir
ioint,joindre
malaisibleteiz,malaisibleté
uenroit,venir
orant,orer
boteroit,bouter1
arier,arrière
poissent,pouvoir
faisanz,faire
leueie,lever
enheleteit,isnelleté
plout,plaire
regard,regard
foissent,fouir
foant,fouir
tresperzarent,transpercer
eissir,issir
edifices,édifice
deguasteiz,dégâter
gettant,jeter
estindant,éteindre
frinteiuent,frienter
boteiz,bouter1
frinte,friente
flechat,flécher
escherniz,escharnir
fantasial,fantasïal
somunst,semondre
ensengnaissent,enseigner
flammes,flamme1
edifioient,édifier
demorat,demeurer
eschernissanz,escharnir
enseniat,enseigner
laboranz,labourer
demeneiz,démener
uisousement,voisosement
mandeie,mander
acomplit,accomplir
filh,fils
apressanz,appresser
contristeit,contrister
afflit,afflire
detriulement,detriblement
studoierent,étudier1
portaist,porter1
deschireit,déchirer
osses,osse
detriuleit,detribler
geteir,jeter
plyace,plïace
oreir,orer
nate,natte
giut,gésir
enchalzanment,enchauçanmet
Veeiz,voir1
merueilhouse,merveilleux
halegre,allègre
uailhant,valoir
parferoit,parfaire
laidengier,laidenger
ualoir,valoir
eissoient,issir
respeus,répons
prenderoient,prendre
boiure,boire1
soniousement,soigneusement
gardeit,garder
demoreir,demeurer
tardiwe,tardif
sauoient,savoir1
religiose,religieux
tard,tard
queilz,no_lem
maniastes,manger
menteiz,mentir
entrastes,entrer
preistes,prendre
beustes,boire1
hanaz,hanap
osteil,hôtel1
mangieres,manger
boires,boire1
reconissant,reconnaître
chairent,choir
tremblant,trembler
regehistrent,rejehir
entendanz,entendre
froient,faire
geuns,jeun1
aioinst,adjoindre
sorcriute,surcroître
auenget,advenir
taut,taire
espaze,espace
somonst,semondre
maniaissent,manger
proposeit,proposer
paruenir,parvenir
enuieit,envier1
lasseuet,lasser
preit,pré
ueues,voir1
rapareilhier,repareillier
reposeir,reposer
puissons,pouvoir2
haliegre,allègre
paremplir,paremplir
oreilhes,oreille
blandissoient,blandir1
enhorteiz,enhorter
somunte,semonte
maniat,manger
uespres,vêpre
paruint,parvenir
presenteiz,présenter
reprouat,réprouver1
maloiz,maléir
aleuet,aller
enhorteir,enhorter
enhortat,enhorter
sormontat,surmonter
conissanz,connaître
enferme,enferme1
Elyseu,Elisée
entrailhes,entrailles
Totyle,Totila
taces,taire
Totila,Totila
oist,ouïr
restiut,rester
deuoit,devoir2
mandeit,mander
uenist,venir
senzfoge,senzfege
efforzat,efforcer2
espier,épier1
cheualiers,chevalier
Riggo,Riggo
chalcemenz,chaussement
uestir,vêtir
roiaz,royal
uestures,vêture
porsiwance,poursuivance
aherdre,aerdre
Vult,Vult
Ruderic,Ruderic
Blidin,Blidin
foindant,feindre
Totyles,Totila
quidiez,cuider
enbeliz,embellir
acompangiez,accompagner
multiteit,multité
seruanz,servant
entreiz,entrer
abie,abbaye
oiz,ouïr
criat,créer
eschernir,escharnir
uenoient,venir
esterneit,esternir
leuant,lever
retorneit,retourner
nunzarent,noncer
tremblable,tremblable
depris,déprendre1
Totyla,Totila
oseiz,oser
serianz,sergent1
Pluisors,plusieurs
malz,mal1
apaisente,apaisanter
iniquiteit,iniquité
enterras,entrer
trespasseras,trépasser
meir,mer
regneras,régner
espowenteiz,épouvanter
crueiz,cruel
Sicile,Sicile
iugement,jugement
eueskes,évêque
Camisine,Canuse
perdition,perdition
Parmei,parmi
citeiz,cité
habiteie,habiter
degasteie,dégâter
spoudres,esfoudre
turbelhons,tourbillon
teremuet,terremuet
lasseie,lasser
fleschirat,fléchir
cleir,clair1
ueons,voir1
mureaz,mural2
abatues,abattre1
destruites,détruire
glises,église
uielhece,vieillesse
souentins,soventin
trebuchemenz,trébuchement
Honoreiz,Honoré
racontement,racontement
parceue,percevoir
Aquine,Aquin
traueilhiez,travailler
Constance,Constantin
martres,martyr
uolrent,vouloir
santeit,santé
demosteroient,démontrer
espandanz,épandre
botat,bouter1
porsis,pourseoir1
saneit,saner
maniue,manger
presumes,présumer
konkes,
auras,avoir1
presumit,présumer
uioleir,violer1
espowenteir,épouvanter
nouele,nouveau
prious,prieur1
menors,mineur1
ordenes,ordène
oblieiz,oublier
aprochat,approcher
traueilhier,travailler
escoust,escourre2
Cilz,cil
tresperzat,trespercer
secreies,secret
diuiniteit,divinité
consilhiers,conseiller1
couenable,convenable
seuent,savoir1
aposteles,apostole
demosteroit,démontrer
oreilhe,oreille
apparelhat,appareiller1
descourit,découvrir
descouertes,découvrir
comprendable,comprendable
entrechaniables,entrechangeable
naist,naître
questions,question
prophetes,prophète
leures,lèvre
nunzai,noncer
iugemenz,jugement
Paules,Paul
affermet,affermer1
comprendables,comprendable
brieteit,brieté
respondut,répondre
deuotement,dévotement
siwent,suivre
deuotion,dévotion
apeseit,apaiser
corrumpable,corrompable
repuns,repondre
parfitement,parfaitement
trespercent,trespercer
tesmongent,témoigner
aherdent,aerdre
aherdant,aerdre
escriture,écriture
repunses,repondre
descouertures,découverture
annuncent,annoncer
annunzai,annoncer
aiostat,ajouter
Iceaz,cil
pau,peu
conu,connaître
conissances,connaissance
concordet,concorder
prophetaz,prophétal
apostolaz,apostolat
parleit,parler
annunciet,annoncer
humaines,humain
conutes,connaître
obiection,objection
aouerte,aouvrir
ioindes,joindre
Theoprobus,Théoprobe
conuertiz,convertir
ahier,arrière
familiariteit,familiarité
Iciz,cist
amerement,amèrement
fineies,finer1
ie,je
appareilhai,appareiller1
sauons,savoir1
nuiterneil,nuitrenel
reposanz,reposer
nouelement,nouvellement
Lumbar,Lombard
feol,féal1
garderoit,garder
Paulon,Paul
acompangiet,accompagner
Exhilareiz,Exhilaratus
conus,connaître
conuertit,convertir
uaisselez,vaisseau
apeleit,appeler
flaisches,flasque1
reponst,repondre
boiues,boire1
abaisse,abaisser
troueras,trouver
proueir,prouver
abaissie,abaisser
serpent,serpent
espaurit,épeurir
ommes,homme
conuertie,convertir
foies,fie
enuoier,envoyer
amonicion,admonition
choseir,choser1
iniquiteiz,iniquité
choseiz,choser1
astoi,être1
presis,prendre
mesis,mettre
abaissat,abaisser
repentit,repentir
norrissemenz,nourrissement
defendeor,défendeur
manioit,manger
orguelh,orgueil
taisibles,taisible
torneir,tourner
maniant,manger
Ensenge,enseigner
Manes,manois
tolist,tolir
coit,coi
demandeiz,demander
enfleiz,enfler
aouert,aouvrir
cleirement,clairement
sonassent,sonner
Campainge,Campanie
destraindoit,destreindre
frumenz,froment
aloweiz,allouer1
studiat,étudier1
amendeir,amender
floibeteit,faibleté
mesurable,mesurable
chosement,chosement
sorleueir,surlever
siuant,suivre
sais,sac1
racontant,raconter
aprisent,apprendre
doteir,douter
abundance,abondance
entreuaz,entreval
emplissoit,emplir
spirs,espir
uuet,vouloir
spiret,espirer1
Natan,Nathan
defendit,défendre1
Helyseus,Elisée
porkes,parquoi
Laisse,laisser
disposeit,disposer
dispensation,dispensation
sustrait,soustraire
prophetanz,prophéter
sorlieuet,soulever
gardet,garder
troeuent,trouver
haiant,avoir1
affermes,affermer1
parsiu,parsuivre
kanke,quanque
aluet,alleu1
deuist,devoir2
edifier,édifier
proiant,prier
consentanz,consentir
astaleiz,astaller
uenrai,venir
demosterrai,démontrer
refectoir,réfectoire
doiuiez,devoir2
necessaires,nécessaire
atendant,attendre1
apparilhierent,appareiller1
sembleuent,sembler1
aiorneuet,ajourner
prouost,prévôt
apparuit,apparoir
deuroient,devoir2
subtilment,subtilement
raconterent,raconter
Nekedent,nequedent
astablit,établir
Peire,père
atendins,attendre1
uenroies,venir
auoies,avoir1
demosteroies,démontrer
deuriens,devoir2
uenis,venir
aparui,apparoir
dormanz,dormir
enseniai,enseigner
oistes,ouïr
oant,ouïr
meruilhierent,merveiller
habitations,habitation
reuelation,révélation
uoldroie,vouloir
enseniast,enseigner
oroient,ouïr
reconistroient,reconnaître
parqueranz,parquérir
tesmoniant,témoigner
porteiz,porter1
Iudeie,Judée
Caldeie,Chaldée
rapareilhat,rappareiller
Abacuc,Habacuc
moment,moment
corporeilment,corporellement
dinneir,dîner1
reconteroit,reconter
reposant,reposer
institution,institution
spiritueile,spirituel
spiritueilment,espirituellement
terst,terdre
uuelh,vouloir
uuide,vide
leuoit,lever
chaoient,choir
comandant,commander
manazant,menacer
dotablement,doutablement
pendanment,pendanment
conuersoient,converser1
neies,naître
deforaine,deforain
alkanz,alquant
noblece,noblesse
enfanteir,enfanter
uilteit,vileté
despitent,dépiter
ramenbrent,ramembrer
restraint,restreindre
deforaines,deforain
prouochieuent,provoquer
souent,souvent
corrocement,courroucement
porueues,pourvoir
soffroit,souffrir
Amendeiz,amender
uostre,votre
amendeiz,amender
escomenge,escommenger2
escomengement,excommengement
manezant,menacer
iceles,cil
mueies,muer
ensevelies,ensevelir
celebroit,célébrer
diakenes,diacre
alcuns,aucun
acomenget,acommengier
offrir,offrir
parmanoir,permanoir
uiuoient,vivre1
tolroit,tolir
amendassent,amender
ensengiet,enseigner
obleie,oublie1
offrist,offrir
escomengies,escommenger2
oblations,oblation1
sacrifie,sacrifier
crieit,crier
acomengent,acommengier
dotanment,doutamment
osteit,ôter
reprisent,reprendre
meruilhouse,merveilleux
uiuant,vivant
ueable,voyable
ciez,ciel
desloies,délier
tinent,tenir
faitres,faiteur
iugier,juger
enfermeteiz,enfermeté1
fermeteiz,fermeté
Auoc,avec
concordanment,concordamment
manandie,manandie
eissuz,issir
enseueliz,ensevelir
geteiz,jeter
getteit,jeter
entereit,enterrer
deniaist,daigner
reuerence,révérence
metteiz,mettre
Parpoises,parpeser
Ihesum,Jésus
esmerueilh,émerveiller
mobleteit,mobilité
mobiliteit,mobilité
choseuet,choser1
assidueiement,assidûment
somonoit,semondre
paresteir,parester
engresses,engrès
affliz,afflire
aireiz,aïré
dragons,dragon
deuoreir,dévorer
palpianz,palpier
crieir,crier
Coreiz,courir
coreiz,courir
palpiant,palpier
remenerent,remener
departeroit,départir
parmeist,permanoir
siuoit,suivre
quide,cuider
doiuet,devoir2
taisir,taisir
Antoine,Antoine
cheanz,choir
pouz,peau
enfloit,enfler
repunre,repondre
croissante,croître
restabliz,rétablir
poure,pauvre
tairai,taire
Pelerins,Pèlerin
necessiteit,nécessité
necessiteiz,nécessité
creencier,créancier
sauz,sou1
doiue,devoir2
espasce,espace
occupeiz,occuper
huige,huche1
treze,treize
proior,prieur2
rendist,rendre
despenses,dépense
repairrai,repairer
Vns,un
aduersaire,adversaire
haenge,haenge
entrechaniableteiz,entrechangeableté
sembleuet,sembler1
siure,suivre
lepre,lèpre
ampole,ampoule
afflioit,afflire
Campaine,Campanie
diuers,divers
besonianz,besogner
cellier,cellier
Agapitus,Agapit
ententiuement,ententivement
proianz,prier
corrociez,courroucer
gettassent,jeter
inobedience,inobédience
pesantumes,pesantume
pirres,pierre
oiles,huile
assembleiz,assembler1
obeissant,obéir
mescreandise,mécréandise
fineiz,finer1
chosemenz,chosement
oreuet,orer
toneaz,tonneau
uuiz,vide
couerz,couvrir
parsteuet,parester
couerture,couverture
sorleueie,soulever
croissant,croître
commoue,commouvoir
moilhieuet,mouiller
pauiment,pavement
finat,finer1
leement,liément
inobedient,inobédient
saluablement,salüablement
demostreuet,démontrer
mostreie,montrer
ammonition,admonition
anaises,enaise
uuit,vide
meide,mede1
gueruise,guervise
uas,aller
Elleuos,esvous
uois,aller
potion,potion
uielhart,vieillard
trauilhat,travailler
crueilment,cruellement
trauilhiet,travailler
caneie,canée
escost,escourre2
maligne,maligne
uoldroi,vouloir
uolenteit,volonté
deuote,dévot
cascunes,chacun
merueilhouses,merveilleux
onkes,onques
receurent,recevoir
Thabitam,Tabitha
suscitat,susciter
Ananie,Ananie
Saphiram,Saphire
mentirent,mentir
chosant,choser1
orast,orer
desploierai,déployer
clarcirat,claircir
loiez,lier
Galla,Galla
Arriene,arien
senzfegerie,sensfegerie
uniuersale,universel
arst,ardre
chalre,chaure
cruelteit,cruauté
auarisce,avarice
conuoitanz,convoiter
rapine,rapine
deschiroit,déchirer
diuerses,divers
regehit,rejehir
creut,croire
tormentant,tourmenter
entrelaissie,entrelaisser
rauies,ravir
afflire,afflire
estraindanz,étreindre
renes,rêne
cheual,cheval
lisant,lire1
Galle,Galle
bolissant,bouillir
deruerie,desverie
peruerse,pervers
regardeit,regarder
teil,tel
espawentement,épouvantement
rend,rendre
lezon,leson
flechiet,flécher
rene,rêne
desloiet,délier
comenzast,commencer
espauriz,épeurir
remeneit,remener
ralanz,raller
atochant,attoucher
seruent,servir
amiablement,amiablement
merueilhes,merveille
repressat,represser
espauentable,épouvantable
loiure,liure
astraint,astreindre
innocent,innocent1
ensenget,enseigner
ioinderai,joindre
angoissous,angoisseux
ueueteit,veuveté
turbleiz,troubler
retorneuet,retourner
ueueiz,vevé
Rend,rendre
Toli,tolir
uien,venir
resuscite,ressusciter
uoleiz,vouloir
parstiut,parester
iuranz,jurer
resuscitast,ressusciter
paruenuz,parvenir
flekit,fléchir
genoz,genou1
corselet,corselet
palmes,palme
tendit,tendre2
proiet,prier
toloite,tolir
parfineies,parfiner
repairant,repairer
tremblat,trembler
meruilhous,merveilleux
debotement,déboutement
palpiet,palpier
esterneiz,esternir
proposeies,proposer
proues,prouver
uuelent,vouloir
soror,sœur
halz,haut
aguilhon,aiguillon
saintefie,saintefier
descendit,descendre
loenges,louange
tardiue,tardif
ioies,joie
clarteiz,clarté
entretissues,entretistre
eslistre,esclistre
tonoile,tonnoille1
undeie,ondée
ploge,pluie
linteil,linteau
espandit,épandre
fluez,fluet
seuit,suivre
conuenance,convenance
momenz,moment
esclistres,esclistre
tonoiles,tonnoille1
retorneir,retourner
espargnet,épargner
proiai,prier
uolsis,vouloir
pues,pouvoir2
delaissie,délaisser
reua,raller
greit,gré1
ueilhable,veillable
soeleirent,soûler
altrien,autriien
esgardons,égarder
conuoitoit,convoiter
cariteiz,charité
raleie,raller
elleuos,esvous
trespercier,trespercer
colon,coulon1
conioianz,conjouir
hymnes,hymne
portaissent,porter1
appareilhiet,appareiller1
deseuerroit,dessevrer
luisit,luire1
concolhiz,concueillir
dessuz,dessus
Seruandus,Servandus
estoriz,estorer
contreies,contrée
Liberio,Libère
hanteuet,hanter
doctrine,doctrine
espanderoient,épandre
altrienement,autriienement
ioissant,jouir
gosteroient,goûter
ueaz,viaus
suspirant,soupirer
demandeuet,demander
souraines,souverain
paruoiables,parvoiable
aprochemenz,approchement
continuoit,continuer
reposeuent,reposer
uigiles,vigile
nuitreneile,nuitrenel
deuanciet,devancer
deproianz,déprier
tempriue,temprif
eschaciet,eschasser2
resclarcir,réclarcir
uencoit,vaincre
colhiz,cueillir
soleilh,soleil
enfichoit,enficher
aguece,agüesse
splendiant,splender
Capue,Capoue
rondele,rondelle
porteie,porter1
aiosteir,ajouter
grandece,grandesse
crior,crieur2
Seruandum,Servandus
recomenciet,recommencer
meruilhant,merveiller
auenues,advenir
Cassin,Cassin
Theoprobo,Théoprobe
enuoiast,envoyer
sauist,savoir1
demandanz,demander
montement,montement
